salty snack,yogurt,whole milk (25)
salty snack,rolls/buns (49)
salty snack,other vegetables (106)
salty snack,other vegetables,whole milk (48)
salty snack,whole milk (110)
sugar (333)
sugar,cream cheese (27)
sugar,chicken (25)
sugar,white bread (28)
sugar,coffee (47)
sugar,frozen vegetables (31)
sugar,beef (29)
sugar,curd (34)
sugar,napkins (33)
sugar,pork (44)
sugar,pork,whole milk (26)
sugar,frankfurter (37)
sugar,bottled beer (34)
sugar,brown bread (33)
sugar,margarine (54)
sugar,butter (31)
sugar,newspapers (31)
sugar,domestic eggs (49)
sugar,domestic eggs,whole milk (35)
sugar,fruit/vegetable juice (47)
sugar,whipped/sour cream (48)
sugar,whipped/sour cream,other vegetables (26)
sugar,whipped/sour cream,whole milk (31)
sugar,pip fruit (47)
sugar,pip fruit,whole milk (25)
sugar,pastry (51)
sugar,pastry,whole milk (26)
sugar,citrus fruit (47)
sugar,citrus fruit,whole milk (27)
sugar,shopping bags (35)
sugar,sausage (36)
sugar,bottled water (47)
sugar,bottled water,whole milk (26)
sugar,tropical fruit (47)
sugar,tropical fruit,whole milk (28)
sugar,root vegetables (63)
sugar,root vegetables,other vegetables (34)
sugar,root vegetables,whole milk (34)
sugar,soda (72)
sugar,soda,other vegetables (28)
sugar,soda,whole milk (37)
sugar,yogurt (68)
sugar,yogurt,other vegetables (28)
sugar,yogurt,whole milk (36)
sugar,rolls/buns (69)
sugar,rolls/buns,other vegetables (28)
sugar,rolls/buns,whole milk (33)
sugar,other vegetables (106)
sugar,other vegetables,whole milk (62)
sugar,whole milk (148)
waffles (378)
waffles,long life bakery product (40)
waffles,dessert (28)
waffles,canned beer (25)
waffles,cream cheese (30)
waffles,white bread (35)
waffles,chocolate (57)
waffles,coffee (30)
waffles,beef (30)
waffles,curd (33)
waffles,napkins (33)
waffles,pork (34)
waffles,frankfurter (31)
waffles,margarine (37)
waffles,butter (35)
waffles,newspapers (41)
waffles,domestic eggs (32)
waffles,fruit/vegetable juice (37)
waffles,whipped/sour cream (50)
waffles,whipped/sour cream,whole milk (31)
waffles,pip fruit (44)
waffles,pastry (69)
waffles,pastry,whole milk (28)
waffles,citrus fruit (42)
waffles,shopping bags (54)
waffles,sausage (49)
waffles,bottled water (42)
waffles,tropical fruit (60)
waffles,tropical fruit,yogurt (26)
waffles,tropical fruit,other vegetables (25)
waffles,tropical fruit,whole milk (26)
waffles,root vegetables (65)
waffles,root vegetables,other vegetables (32)
waffles,root vegetables,whole milk (38)
waffles,soda (94)
waffles,soda,rolls/buns (27)
waffles,soda,other vegetables (25)
waffles,soda,whole milk (26)
waffles,yogurt (74)
waffles,yogurt,rolls/buns (27)
waffles,yogurt,other vegetables (31)
waffles,yogurt,whole milk (35)
waffles,rolls/buns (90)
waffles,rolls/buns,other vegetables (29)
waffles,rolls/buns,whole milk (46)
waffles,other vegetables (99)
waffles,other vegetables,whole milk (46)
waffles,whole milk (125)
long life bakery product (368)
long life bakery product,dessert (29)
long life bakery product,cream cheese (28)
long life bakery product,chicken (32)
long life bakery product,white bread (43)
long life bakery product,chocolate (52)
long life bakery product,chocolate,whole milk (30)
long life bakery product,coffee (34)
long life bakery product,frozen vegetables (38)
long life bakery product,curd (32)
long life bakery product,napkins (47)
long life bakery product,napkins,whole milk (26)
long life bakery product,frankfurter (27)
long life bakery product,brown bread (33)
long life bakery product,margarine (32)
long life bakery product,butter (43)
long life bakery product,butter,whole milk (25)
long life bakery product,newspapers (34)
long life bakery product,domestic eggs (38)
long life bakery product,fruit/vegetable juice (61)
long life bakery product,fruit/vegetable juice,other vegetables (25)
long life bakery product,fruit/vegetable juice,whole milk (33)
long life bakery product,whipped/sour cream (57)
long life bakery product,whipped/sour cream,other vegetables (27)
long life bakery product,whipped/sour cream,whole milk (32)
long life bakery product,pip fruit (45)
long life bakery product,pastry (58)
long life bakery product,citrus fruit (41)
long life bakery product,shopping bags (53)
long life bakery product,sausage (53)
long life bakery product,sausage,whole milk (27)
long life bakery product,bottled water (42)
long life bakery product,tropical fruit (62)
long life bakery product,tropical fruit,other vegetables (26)
long life bakery product,tropical fruit,whole milk (32)
long life bakery product,root vegetables (52)
long life bakery product,root vegetables,other vegetables (33)
long life bakery product,root vegetables,whole milk (29)
long life bakery product,soda (75)
long life bakery product,soda,whole milk (30)
long life bakery product,yogurt (86)
long life bakery product,yogurt,other vegetables (36)
long life bakery product,yogurt,other vegetables,whole milk (26)
long life bakery product,yogurt,whole milk (45)
long life bakery product,rolls/buns (78)
long life bakery product,rolls/buns,whole milk (34)
long life bakery product,other vegetables (105)
long life bakery product,other vegetables,whole milk (56)
long life bakery product,whole milk (133)
dessert (365)
dessert,cream cheese (35)
dessert,white bread (39)
dessert,chocolate (36)
dessert,frozen vegetables (31)
dessert,beef (26)
dessert,curd (51)
dessert,curd,whole milk (27)
dessert,napkins (35)
dessert,pork (31)
dessert,frankfurter (35)
dessert,brown bread (47)
dessert,margarine (30)
dessert,butter (27)
dessert,newspapers (35)
dessert,domestic eggs (39)
dessert,fruit/vegetable juice (59)
dessert,fruit/vegetable juice,other vegetables (26)
dessert,fruit/vegetable juice,whole milk (26)
dessert,whipped/sour cream (48)
dessert,whipped/sour cream,other vegetables (28)
dessert,whipped/sour cream,whole milk (26)
dessert,pip fruit (49)
dessert,pip fruit,other vegetables (27)
dessert,pip fruit,whole milk (28)
dessert,pastry (53)
dessert,citrus fruit (42)
dessert,shopping bags (61)
dessert,sausage (58)
dessert,sausage,other vegetables (32)
dessert,sausage,whole milk (28)
dessert,bottled water (51)
dessert,tropical fruit (62)
dessert,tropical fruit,other vegetables (28)
dessert,tropical fruit,whole milk (28)
dessert,root vegetables (57)
dessert,root vegetables,other vegetables (34)
dessert,soda (97)
dessert,soda,yogurt (30)
dessert,soda,other vegetables (32)
dessert,soda,whole milk (36)
dessert,yogurt (97)
dessert,yogurt,other vegetables (45)
dessert,yogurt,other vegetables,whole milk (25)
dessert,yogurt,whole milk (47)
dessert,rolls/buns (67)
dessert,other vegetables (114)
dessert,other vegetables,whole milk (49)
dessert,whole milk (135)
canned beer (764)
canned beer,chicken (32)
canned beer,chocolate (30)
canned beer,coffee (41)
canned beer,napkins (31)
canned beer,pork (29)
canned beer,frankfurter (28)
canned beer,bottled beer (26)
canned beer,brown bread (47)
canned beer,margarine (30)
canned beer,newspapers (49)
canned beer,domestic eggs (35)
canned beer,fruit/vegetable juice (39)
canned beer,pip fruit (32)
canned beer,pastry (44)
canned beer,citrus fruit (42)
canned beer,shopping bags (112)
canned beer,shopping bags,sausage (26)
canned beer,shopping bags,soda (35)
canned beer,shopping bags,rolls/buns (32)
canned beer,sausage (62)
canned beer,sausage,rolls/buns (27)
canned beer,bottled water (79)
canned beer,bottled water,soda (29)
canned beer,tropical fruit (30)
canned beer,root vegetables (40)
canned beer,soda (136)
canned beer,soda,rolls/buns (30)
canned beer,soda,other vegetables (25)
canned beer,soda,whole milk (30)
canned beer,yogurt (53)
canned beer,rolls/buns (111)
canned beer,other vegetables (89)
canned beer,other vegetables,whole milk (28)
canned beer,whole milk (87)
cream cheese (390)
cream cheese,chicken (27)
cream cheese,white bread (34)
cream cheese,chocolate (37)
cream cheese,coffee (37)
cream cheese,frozen vegetables (29)
cream cheese,beef (37)
cream cheese,curd (50)
cream cheese,curd,other vegetables (27)
cream cheese,curd,whole milk (28)
cream cheese,napkins (40)
cream cheese,pork (29)
cream cheese,frankfurter (33)
cream cheese,brown bread (48)
cream cheese,margarine (46)
cream cheese,butter (40)
cream cheese,butter,whole milk (27)
cream cheese,newspapers (32)
cream cheese,domestic eggs (50)
cream cheese,domestic eggs,other vegetables (28)
cream cheese,domestic eggs,whole milk (34)
cream cheese,fruit/vegetable juice (56)
cream cheese,fruit/vegetable juice,whole milk (29)
cream cheese,whipped/sour cream (63)
cream cheese,whipped/sour cream,yogurt (33)
cream cheese,whipped/sour cream,other vegetables (33)
cream cheese,whipped/sour cream,whole milk (39)
cream cheese,pip fruit (60)
cream cheese,pip fruit,yogurt (25)
cream cheese,pip fruit,whole milk (39)
cream cheese,pastry (44)
cream cheese,citrus fruit (56)
cream cheese,citrus fruit,other vegetables (29)
cream cheese,citrus fruit,whole milk (28)
cream cheese,shopping bags (55)
cream cheese,sausage (55)
cream cheese,sausage,other vegetables (26)
cream cheese,sausage,whole milk (27)
cream cheese,bottled water (58)
cream cheese,bottled water,whole milk (25)
cream cheese,tropical fruit (71)
cream cheese,tropical fruit,yogurt (28)
cream cheese,tropical fruit,other vegetables (31)
cream cheese,tropical fruit,whole milk (33)
cream cheese,root vegetables (74)
cream cheese,root vegetables,yogurt (37)
cream cheese,root vegetables,other vegetables (44)
cream cheese,root vegetables,whole milk (39)
cream cheese,soda (67)
cream cheese,soda,yogurt (27)
cream cheese,yogurt (122)
cream cheese,yogurt,rolls/buns (39)
cream cheese,yogurt,other vegetables (52)
cream cheese,yogurt,other vegetables,whole milk (34)
cream cheese,yogurt,whole milk (65)
cream cheese,rolls/buns (98)
cream cheese,rolls/buns,other vegetables (34)
cream cheese,rolls/buns,whole milk (36)
cream cheese,other vegetables (135)
cream cheese,other vegetables,whole milk (66)
cream cheese,whole milk (162)
chicken (422)
chicken,white bread (25)
chicken,chocolate (27)
chicken,coffee (38)
chicken,frozen vegetables (66)
chicken,frozen vegetables,other vegetables (35)
chicken,frozen vegetables,whole milk (27)
chicken,beef (47)
chicken,beef,whole milk (27)
chicken,curd (34)
chicken,napkins (38)
chicken,pork (57)
chicken,pork,other vegetables (27)
chicken,pork,whole milk (29)
chicken,frankfurter (36)
chicken,brown bread (36)
chicken,margarine (46)
chicken,butter (57)
chicken,butter,other vegetables (30)
chicken,butter,whole milk (32)
chicken,newspapers (51)
chicken,domestic eggs (61)
chicken,domestic eggs,other vegetables (33)
chicken,domestic eggs,whole milk (39)
chicken,fruit/vegetable juice (36)
chicken,whipped/sour cream (71)
chicken,whipped/sour cream,other vegetables (38)
chicken,whipped/sour cream,whole milk (41)
chicken,pip fruit (47)
chicken,pip fruit,other vegetables (28)
chicken,pip fruit,whole milk (25)
chicken,pastry (47)
chicken,pastry,other vegetables (26)
chicken,pastry,whole milk (27)
chicken,citrus fruit (68)
chicken,citrus fruit,root vegetables (30)
chicken,citrus fruit,yogurt (27)
chicken,citrus fruit,other vegetables (35)
chicken,citrus fruit,whole milk (31)
chicken,shopping bags (49)
chicken,sausage (52)
chicken,sausage,other vegetables (31)
chicken,sausage,whole milk (30)
chicken,bottled water (52)
chicken,tropical fruit (63)
chicken,tropical fruit,other vegetables (36)
chicken,tropical fruit,whole milk (28)
chicken,root vegetables (107)
chicken,root vegetables,yogurt (30)
chicken,root vegetables,rolls/buns (25)
chicken,root vegetables,other vegetables (56)
chicken,root vegetables,other vegetables,whole milk (29)
chicken,root vegetables,whole milk (59)
chicken,soda (82)
chicken,soda,other vegetables (30)
chicken,soda,whole milk (35)
chicken,yogurt (82)
chicken,yogurt,rolls/buns (27)
chicken,yogurt,other vegetables (48)
chicken,yogurt,other vegetables,whole milk (25)
chicken,yogurt,whole milk (39)
chicken,rolls/buns (95)
chicken,rolls/buns,other vegetables (49)
chicken,rolls/buns,other vegetables,whole milk (28)
chicken,rolls/buns,whole milk (52)
chicken,other vegetables (176)
chicken,other vegetables,whole milk (83)
chicken,whole milk (173)
white bread (414)
white bread,chocolate (42)
white bread,coffee (31)
white bread,frozen vegetables (35)
white bread,beef (30)
white bread,curd (34)
white bread,napkins (34)
white bread,pork (41)
white bread,frankfurter (51)
white bread,bottled beer (39)
white bread,brown bread (46)
white bread,margarine (37)
white bread,margarine,whole milk (25)
white bread,butter (42)
white bread,newspapers (34)
white bread,domestic eggs (57)
white bread,domestic eggs,whole milk (32)
white bread,fruit/vegetable juice (73)
white bread,fruit/vegetable juice,soda (27)
white bread,fruit/vegetable juice,other vegetables (28)
white bread,fruit/vegetable juice,whole milk (36)
white bread,whipped/sour cream (54)
white bread,whipped/sour cream,other vegetables (33)
white bread,whipped/sour cream,whole milk (30)
white bread,pip fruit (65)
white bread,pip fruit,yogurt (25)
white bread,pip fruit,other vegetables (26)
white bread,pip fruit,whole milk (34)
white bread,pastry (55)
white bread,citrus fruit (44)
white bread,shopping bags (73)
white bread,shopping bags,soda (29)
white bread,shopping bags,whole milk (28)
white bread,sausage (71)
white bread,sausage,soda (25)
white bread,sausage,other vegetables (28)
white bread,sausage,whole milk (34)
white bread,bottled water (43)
white bread,tropical fruit (86)
white bread,tropical fruit,yogurt (28)
white bread,tropical fruit,other vegetables (41)
white bread,tropical fruit,whole milk (45)
white bread,root vegetables (78)
white bread,root vegetables,yogurt (27)
white bread,root vegetables,other vegetables (39)
white bread,root vegetables,whole milk (39)
white bread,soda (101)
white bread,soda,yogurt (25)
white bread,soda,other vegetables (39)
white bread,soda,whole milk (40)
white bread,yogurt (89)
white bread,yogurt,other vegetables (39)
white bread,yogurt,whole milk (48)
white bread,rolls/buns (64)
white bread,rolls/buns,other vegetables (26)
white bread,rolls/buns,whole milk (32)
white bread,other vegetables (135)
white bread,other vegetables,whole milk (58)
white bread,whole milk (168)
chocolate (488)
chocolate,coffee (38)
chocolate,frozen vegetables (25)
chocolate,beef (33)
chocolate,curd (28)
chocolate,napkins (48)
chocolate,napkins,whole milk (28)
chocolate,pork (42)
chocolate,frankfurter (40)
chocolate,bottled beer (40)
chocolate,brown bread (38)
chocolate,margarine (31)
chocolate,butter (61)
chocolate,butter,whole milk (33)
chocolate,newspapers (54)
chocolate,newspapers,whole milk (31)
chocolate,domestic eggs (36)
chocolate,fruit/vegetable juice (67)
chocolate,fruit/vegetable juice,other vegetables (28)
chocolate,fruit/vegetable juice,whole milk (32)
chocolate,whipped/sour cream (45)
chocolate,pip fruit (60)
chocolate,pip fruit,whole milk (32)
chocolate,pastry (79)
chocolate,pastry,whole milk (29)
chocolate,citrus fruit (63)
chocolate,citrus fruit,other vegetables (27)
chocolate,citrus fruit,whole milk (26)
chocolate,shopping bags (80)
chocolate,sausage (65)
chocolate,sausage,other vegetables (31)
chocolate,sausage,whole milk (34)
chocolate,bottled water (57)
chocolate,bottled water,soda (25)
chocolate,tropical fruit (80)
chocolate,tropical fruit,rolls/buns (27)
chocolate,tropical fruit,other vegetables (35)
chocolate,tropical fruit,whole milk (39)
chocolate,root vegetables (63)
chocolate,root vegetables,other vegetables (33)
chocolate,root vegetables,whole milk (35)
chocolate,soda (133)
chocolate,soda,yogurt (29)
chocolate,soda,rolls/buns (40)
chocolate,soda,other vegetables (36)
chocolate,soda,whole milk (50)
chocolate,yogurt (91)
chocolate,yogurt,rolls/buns (33)
chocolate,yogurt,other vegetables (36)
chocolate,yogurt,whole milk (45)
chocolate,rolls/buns (116)
chocolate,rolls/buns,other vegetables (38)
chocolate,rolls/buns,whole milk (49)
chocolate,other vegetables (125)
chocolate,other vegetables,whole milk (54)
chocolate,whole milk (164)
coffee (571)
coffee,frozen vegetables (44)
coffee,beef (37)
coffee,curd (32)
coffee,napkins (40)
coffee,pork (35)
coffee,frankfurter (50)
coffee,frankfurter,whole milk (26)
coffee,bottled beer (49)
coffee,bottled beer,whole milk (25)
coffee,brown bread (37)
coffee,margarine (46)
coffee,butter (47)
coffee,butter,whole milk (33)
coffee,newspapers (45)
coffee,domestic eggs (49)
coffee,domestic eggs,whole milk (27)
coffee,fruit/vegetable juice (59)
coffee,fruit/vegetable juice,soda (26)
coffee,fruit/vegetable juice,whole milk (26)
coffee,whipped/sour cream (60)
coffee,whipped/sour cream,other vegetables (28)
coffee,whipped/sour cream,whole milk (34)
coffee,pip fruit (68)
coffee,pip fruit,other vegetables (25)
coffee,pip fruit,whole milk (26)
coffee,pastry (68)
coffee,pastry,whole milk (26)
coffee,citrus fruit (63)
coffee,shopping bags (92)
coffee,shopping bags,whole milk (31)
coffee,sausage (68)
coffee,sausage,whole milk (27)
coffee,bottled water (72)
coffee,bottled water,whole milk (26)
coffee,tropical fruit (70)
coffee,tropical fruit,yogurt (30)
coffee,tropical fruit,other vegetables (26)
coffee,tropical fruit,whole milk (27)
coffee,root vegetables (72)
coffee,root vegetables,other vegetables (34)
coffee,root vegetables,whole milk (39)
coffee,soda (98)
coffee,soda,other vegetables (26)
coffee,soda,whole milk (32)
coffee,yogurt (96)
coffee,yogurt,other vegetables (35)
coffee,yogurt,whole milk (50)
coffee,rolls/buns (108)
coffee,rolls/buns,other vegetables (29)
coffee,rolls/buns,whole milk (46)
coffee,other vegetables (132)
coffee,other vegetables,whole milk (63)
coffee,whole milk (184)
frozen vegetables (473)
frozen vegetables,beef (45)
frozen vegetables,curd (44)
frozen vegetables,curd,whole milk (28)
frozen vegetables,napkins (46)
frozen vegetables,napkins,whole milk (26)
frozen vegetables,pork (63)
frozen vegetables,pork,whole milk (31)
frozen vegetables,frankfurter (50)
frozen vegetables,frankfurter,whole milk (25)
frozen vegetables,bottled beer (42)
frozen vegetables,brown bread (38)
frozen vegetables,margarine (50)
frozen vegetables,margarine,whole milk (27)
frozen vegetables,butter (57)
frozen vegetables,butter,other vegetables (25)
frozen vegetables,butter,whole milk (31)
frozen vegetables,newspapers (45)
frozen vegetables,domestic eggs (51)
frozen vegetables,fruit/vegetable juice (77)
frozen vegetables,fruit/vegetable juice,root vegetables (26)
frozen vegetables,fruit/vegetable juice,yogurt (31)
frozen vegetables,fruit/vegetable juice,other vegetables (37)
frozen vegetables,fruit/vegetable juice,whole milk (42)
frozen vegetables,whipped/sour cream (78)
frozen vegetables,whipped/sour cream,root vegetables (27)
frozen vegetables,whipped/sour cream,yogurt (33)
frozen vegetables,whipped/sour cream,other vegetables (39)
frozen vegetables,whipped/sour cream,whole milk (38)
frozen vegetables,pip fruit (72)
frozen vegetables,pip fruit,other vegetables (33)
frozen vegetables,pip fruit,whole milk (37)
frozen vegetables,pastry (47)
frozen vegetables,citrus fruit (65)
frozen vegetables,citrus fruit,root vegetables (26)
frozen vegetables,citrus fruit,yogurt (25)
frozen vegetables,citrus fruit,other vegetables (32)
frozen vegetables,citrus fruit,whole milk (35)
frozen vegetables,shopping bags (41)
frozen vegetables,sausage (59)
frozen vegetables,sausage,other vegetables (28)
frozen vegetables,sausage,whole milk (29)
frozen vegetables,bottled water (61)
frozen vegetables,bottled water,whole milk (32)
frozen vegetables,tropical fruit (86)
frozen vegetables,tropical fruit,root vegetables (30)
frozen vegetables,tropical fruit,yogurt (33)
frozen vegetables,tropical fruit,other vegetables (41)
frozen vegetables,tropical fruit,whole milk (49)
frozen vegetables,root vegetables (114)
frozen vegetables,root vegetables,yogurt (25)
frozen vegetables,root vegetables,rolls/buns (29)
frozen vegetables,root vegetables,other vegetables (60)
frozen vegetables,root vegetables,other vegetables,whole milk (38)
frozen vegetables,root vegetables,whole milk (61)
frozen vegetables,soda (85)
frozen vegetables,soda,yogurt (28)
frozen vegetables,soda,other vegetables (32)
frozen vegetables,soda,whole milk (29)
frozen vegetables,yogurt (122)
frozen vegetables,yogurt,rolls/buns (34)
frozen vegetables,yogurt,other vegetables (52)
frozen vegetables,yogurt,other vegetables,whole milk (35)
frozen vegetables,yogurt,whole milk (60)
frozen vegetables,rolls/buns (100)
frozen vegetables,rolls/buns,other vegetables (42)
frozen vegetables,rolls/buns,whole milk (50)
frozen vegetables,other vegetables (175)
frozen vegetables,other vegetables,whole milk (95)
frozen vegetables,whole milk (201)
beef (516)
beef,curd (46)
beef,curd,whole milk (26)
beef,napkins (40)
beef,pork (75)
beef,pork,root vegetables (27)
beef,pork,other vegetables (41)
beef,pork,whole milk (39)
beef,frankfurter (47)
beef,frankfurter,other vegetables (25)
beef,frankfurter,whole milk (29)
beef,bottled beer (40)
beef,brown bread (44)
beef,brown bread,whole milk (26)
beef,margarine (61)
beef,margarine,whole milk (25)
beef,butter (57)
beef,butter,root vegetables (29)
beef,butter,yogurt (27)
beef,butter,other vegetables (26)
beef,butter,whole milk (36)
beef,newspapers (63)
beef,newspapers,root vegetables (27)
beef,newspapers,other vegetables (32)
beef,newspapers,whole milk (25)
beef,domestic eggs (59)
beef,domestic eggs,other vegetables (33)
beef,domestic eggs,other vegetables,whole milk (25)
beef,domestic eggs,whole milk (37)
beef,fruit/vegetable juice (50)
beef,fruit/vegetable juice,other vegetables (25)
beef,whipped/sour cream (66)
beef,whipped/sour cream,root vegetables (27)
beef,whipped/sour cream,yogurt (25)
beef,whipped/sour cream,other vegetables (37)
beef,whipped/sour cream,whole milk (34)
beef,pip fruit (48)
beef,pip fruit,whole milk (29)
beef,pastry (62)
beef,pastry,other vegetables (29)
beef,pastry,whole milk (37)
beef,citrus fruit (83)
beef,citrus fruit,root vegetables (38)
beef,citrus fruit,rolls/buns (26)
beef,citrus fruit,other vegetables (33)
beef,citrus fruit,whole milk (39)
beef,shopping bags (48)
beef,sausage (55)
beef,sausage,root vegetables (29)
beef,sausage,other vegetables (28)
beef,sausage,whole milk (30)
beef,bottled water (61)
beef,bottled water,whole milk (28)
beef,tropical fruit (75)
beef,tropical fruit,root vegetables (37)
beef,tropical fruit,root vegetables,other vegetables (27)
beef,tropical fruit,root vegetables,whole milk (25)
beef,tropical fruit,yogurt (29)
beef,tropical fruit,rolls/buns (27)
beef,tropical fruit,other vegetables (44)
beef,tropical fruit,other vegetables,whole milk (29)
beef,tropical fruit,whole milk (45)
beef,root vegetables (171)
beef,root vegetables,soda (39)
beef,root vegetables,yogurt (45)
beef,root vegetables,yogurt,whole milk (25)
beef,root vegetables,rolls/buns (49)
beef,root vegetables,rolls/buns,other vegetables (28)
beef,root vegetables,rolls/buns,whole milk (28)
beef,root vegetables,other vegetables (78)
beef,root vegetables,other vegetables,whole milk (39)
beef,root vegetables,whole milk (79)
beef,soda (80)
beef,soda,other vegetables (35)
beef,soda,whole milk (34)
beef,yogurt (115)
beef,yogurt,rolls/buns (37)
beef,yogurt,other vegetables (51)
beef,yogurt,other vegetables,whole milk (30)
beef,yogurt,whole milk (60)
beef,rolls/buns (134)
beef,rolls/buns,other vegetables (57)
beef,rolls/buns,other vegetables,whole milk (33)
beef,rolls/buns,whole milk (67)
beef,other vegetables (194)
beef,other vegetables,whole milk (91)
beef,whole milk (209)
curd (524)
curd,napkins (47)
curd,napkins,whole milk (26)
curd,pork (42)
curd,pork,whole milk (25)
curd,frankfurter (43)
curd,bottled beer (38)
curd,brown bread (48)
curd,margarine (62)
curd,margarine,yogurt (27)
curd,margarine,other vegetables (27)
curd,margarine,whole milk (34)
curd,butter (67)
curd,butter,yogurt (29)
curd,butter,other vegetables (30)
curd,butter,whole milk (48)
curd,newspapers (56)
curd,newspapers,whole milk (28)
curd,domestic eggs (64)
curd,domestic eggs,yogurt (27)
curd,domestic eggs,other vegetables (34)
curd,domestic eggs,other vegetables,whole milk (28)
curd,domestic eggs,whole milk (47)
curd,fruit/vegetable juice (48)
curd,whipped/sour cream (103)
curd,whipped/sour cream,tropical fruit (28)
curd,whipped/sour cream,root vegetables (25)
curd,whipped/sour cream,yogurt (45)
curd,whipped/sour cream,yogurt,whole milk (27)
curd,whipped/sour cream,other vegetables (43)
curd,whipped/sour cream,other vegetables,whole milk (25)
curd,whipped/sour cream,whole milk (58)
curd,pip fruit (77)
curd,pip fruit,tropical fruit (27)
curd,pip fruit,yogurt (38)
curd,pip fruit,yogurt,whole milk (25)
curd,pip fruit,other vegetables (33)
curd,pip fruit,whole milk (48)
curd,pastry (74)
curd,pastry,yogurt (32)
curd,pastry,other vegetables (32)
curd,pastry,whole milk (44)
curd,citrus fruit (70)
curd,citrus fruit,yogurt (30)
curd,citrus fruit,other vegetables (31)
curd,citrus fruit,whole milk (36)
curd,shopping bags (53)
curd,sausage (75)
curd,sausage,yogurt (35)
curd,sausage,other vegetables (33)
curd,sausage,whole milk (34)
curd,bottled water (60)
curd,bottled water,yogurt (26)
curd,bottled water,whole milk (32)
curd,tropical fruit (101)
curd,tropical fruit,root vegetables (31)
curd,tropical fruit,yogurt (52)
curd,tropical fruit,yogurt,other vegetables (25)
curd,tropical fruit,yogurt,whole milk (39)
curd,tropical fruit,other vegetables (52)
curd,tropical fruit,other vegetables,whole milk (31)
curd,tropical fruit,whole milk (64)
curd,root vegetables (107)
curd,root vegetables,yogurt (46)
curd,root vegetables,yogurt,whole milk (29)
curd,root vegetables,other vegetables (54)
curd,root vegetables,other vegetables,whole milk (31)
curd,root vegetables,whole milk (61)
curd,soda (80)
curd,soda,whole milk (35)
curd,yogurt (170)
curd,yogurt,rolls/buns (34)
curd,yogurt,rolls/buns,whole milk (25)
curd,yogurt,other vegetables (60)
curd,yogurt,other vegetables,whole milk (36)
curd,yogurt,whole milk (99)
curd,rolls/buns (99)
curd,rolls/buns,other vegetables (36)
curd,rolls/buns,whole milk (58)
curd,other vegetables (169)
curd,other vegetables,whole milk (97)
curd,whole milk (257)
napkins (515)
napkins,pork (51)
napkins,pork,whole milk (26)
napkins,frankfurter (39)
napkins,bottled beer (51)
napkins,bottled beer,whole milk (26)
napkins,brown bread (47)
napkins,margarine (44)
napkins,butter (49)
napkins,butter,whole milk (31)
napkins,newspapers (61)
napkins,domestic eggs (59)
napkins,domestic eggs,whole milk (33)
napkins,fruit/vegetable juice (68)
napkins,fruit/vegetable juice,yogurt (26)
napkins,fruit/vegetable juice,whole milk (32)
napkins,whipped/sour cream (71)
napkins,whipped/sour cream,root vegetables (25)
napkins,whipped/sour cream,yogurt (25)
napkins,whipped/sour cream,other vegetables (33)
napkins,whipped/sour cream,whole milk (39)
napkins,pip fruit (66)
napkins,pip fruit,tropical fruit (27)
napkins,pip fruit,other vegetables (26)
napkins,pip fruit,whole milk (32)
napkins,pastry (69)
napkins,pastry,other vegetables (28)
napkins,pastry,whole milk (29)
napkins,citrus fruit (75)
napkins,citrus fruit,tropical fruit (28)
napkins,citrus fruit,yogurt (26)
napkins,citrus fruit,other vegetables (26)
napkins,citrus fruit,whole milk (33)
napkins,shopping bags (71)
napkins,shopping bags,whole milk (35)
napkins,sausage (66)
napkins,sausage,whole milk (27)
napkins,bottled water (85)
napkins,bottled water,tropical fruit (26)
napkins,bottled water,soda (25)
napkins,bottled water,other vegetables (27)
napkins,bottled water,whole milk (39)
napkins,tropical fruit (99)
napkins,tropical fruit,root vegetables (26)
napkins,tropical fruit,soda (30)
napkins,tropical fruit,yogurt (31)
napkins,tropical fruit,rolls/buns (30)
napkins,tropical fruit,other vegetables (39)
napkins,tropical fruit,whole milk (49)
napkins,root vegetables (98)
napkins,root vegetables,soda (25)
napkins,root vegetables,yogurt (27)
napkins,root vegetables,rolls/buns (29)
napkins,root vegetables,other vegetables (45)
napkins,root vegetables,whole milk (48)
napkins,soda (118)
napkins,soda,yogurt (33)
napkins,soda,rolls/buns (29)
napkins,soda,other vegetables (30)
napkins,soda,whole milk (46)
napkins,yogurt (121)
napkins,yogurt,rolls/buns (35)
napkins,yogurt,other vegetables (39)
napkins,yogurt,whole milk (60)
napkins,rolls/buns (115)
napkins,rolls/buns,other vegetables (41)
napkins,rolls/buns,whole milk (52)
napkins,other vegetables (142)
napkins,other vegetables,whole milk (67)
napkins,whole milk (194)
pork (567)
pork,frankfurter (58)
pork,frankfurter,other vegetables (27)
pork,frankfurter,whole milk (28)
pork,bottled beer (51)
pork,brown bread (55)
pork,brown bread,whole milk (27)
pork,margarine (63)
pork,margarine,whole milk (27)
pork,butter (54)
pork,butter,other vegetables (26)
pork,butter,whole milk (38)
pork,newspapers (65)
pork,newspapers,other vegetables (26)
pork,newspapers,whole milk (28)
pork,domestic eggs (55)
pork,domestic eggs,other vegetables (30)
pork,domestic eggs,whole milk (34)
pork,fruit/vegetable juice (48)
pork,fruit/vegetable juice,other vegetables (25)
pork,fruit/vegetable juice,whole milk (26)
pork,whipped/sour cream (81)
pork,whipped/sour cream,other vegetables (40)
pork,whipped/sour cream,whole milk (45)
